customer_id,first_name,last_name,email,phone,address,city,state,zip,signup_date,last_purchase,total_spend,plan,active
89660535,Sandra,Mitchell,sandra_mitchell@hotmail.com,(073) 455-2231,,Houston,OK,62322,2019-02-13,0000-00-00,6980.21,Premium,False
1068759,Wilson,Charles,CHARLES_WILSON892@OUTLOOK.COM,N/A,6146 Main St,Tucson,WV,37339,51-10-1202,2025-07-07,2060.29,Ultimate,
60461794,NULL,Campbell,christopher_campbell233@hotmailcom,(040) 384-3451,n/a,Houston,IL,N/A,2019-04-07,2022-08-15,5647.7,N/A,N/A
45210811,Laura,Lopez,laura_lopez90@me.com,557.663.8413,N/A,Raleigh,MS,300991,2018-03-03,N/A,398.18,Enterprise Plan,True
190097,Lisa,Lee,  lisa-lee933@hotmail.com,,N/A,Minneapolis,OK,48713,2017-06-02,2025-10-13,N/A,Free,False
0875297,Charles,King,charles-king@me.com@extra.com,668.232.8806,8776 Main St,Nashville,VT,65615,2023-09-13,2026-12-18,6364.526364.52,Basic Plan,False
06793462,Katherine,Gonzalez,katherine-gonzalez@yahoo.com,900.085.0410,123,Jacksonville,ND,94370,2018-06-23,2024-02-11,"5439,83",Premium,True
7321077,StephenTw,Carter,stephen-carter@aol.com,(851) 319-9954,5948_Hill_Rd,Indianapolis,AR,41571,2024-02-03,2025-02-25,5329.39,PREMIUM,True
94862004,JacksonyT,Anna,annajackson@icloud.com,,2008 Lake Dr,Tucson,KS,28465,32/13/2022,2025-10-14,2486.46,Premium,False
92457745,NULL,Taylor,joshua.taylor8@msn.com,(897) 610-4624,7607 Valley Dr,Dallas,KS ,32649,2020-06-17,2026-02-03,null,Standard,True
831882,Emma,Brown,emma.brown@msn.com,223-007-8846,4852 Church St,Phoenix,CA,64274XX,2024-10-08,1900-01-01,6437.64,Free,unknown
662738,Samantha,H. Hill,samanthahill342@aol.com,(257) 506-3849,6454 Washington Blvd,Las Vegas,GA,25482,2015-06-22,2022-07-09,569.58,Free,True
412053,Elizabeth,,elizabeth.young184@aol.com@extra.com,+19974999432,2114 Spring St,Oklahoma City,NC,91871,2020-06-03,2025-09-15,2631.96,Basic,no
7223005,Debra,Scott,debra.scott288@outlook.com,,8865 Elm St,New York,NY,2018,,2022-09-19,2297.14,Starter,0
86855980,Eric,Roberts,eric_roberts@hotmail.com,(172) 379-5507,8813 Cedar Ln,Dallas,VT,41762,2020-07-08,61-70-2202,8170.41,Ultimate,True
3676065,Brian,Hernandez,brian-hernandez168@protonmail.com,296 2370884,3457 East Blvd,"Memphis, Memphis",IN,95909,0000-00-00,2025-03-09,1400.6,Starter,False
2053443,Jeffrey,King,jeffreyking325@protonmail.com,042-092-5502,null,Phoenix,MS,15017,2023-04-11,2023-11-11,2503.98,NaN,True
0529257,N/A,Ramirez,donald-ramirez@protonmail.com,+18185844609,9648 Forest Ln9648 Forest Ln,Milwaukee,,41271,32/13/2022,2023-03-16,9987.68,Basic,True
490164,Charles,Carter,charles_carter@aol.com,null,2087 North Ave,Minneapolis,NC,63284,2017-04-20,2026-05-16,7732.12,Ultimate,True
2136489,Rebecca,Johnson,rebeccajohnson@live.com,167.367.60516051,6698 Spring St,San Jose,NC,57766,2015-03-03,2024-06-24,8861.23,Enterprise,n/a
#5931#,christine,Lee,christine_lee315@me.com,(098) 313-5902,3875 Spring St,,UT,42784,2016-07-16,2026-02-05,9050.89,Free,True
539125,Matthew,GonzaleziL,matthewgonzalez@protonmail.com,(002X 452-4075,NULL,San Antonio,MS,15804,2016-10-14,2025-10-28,9754.43,Premium,True
37956181,Christopher,Harris,christopher.harris430@aol.com@extra.com,31056301912,8905 Main St,Virginia Beach,NY,41179,2018-10-22,2025-08-14,4421.54,Unknown,True
300045,Benjamin,Hall,benjaminhall@aol.com,(206) 058-2519,,Las Vegas,TX ,94922,,01-50-3202,4672.22,Standard,False
076033,Shirley,Rodriguez,shirleyrodriguez403@hotmail.com,N/A,8012 Forest Ln,Baltimore,MA,60581,2024-08-14,2024-09-15,5115.53,Ultimate,True
0258968,Amanda,Harris,amanda_harris443@me.com,079-965-1880,7008 Forest Ln,San Diego,,40267,NULL,2024-03-20,5955.08,Basic,False
0645311706453117,Matthew,Lee,matthew_lee@outlook.com,,6433 River Rd,Fort Worth,XX,70109,2018-06-23,2024-02-10,6232.57,Premium,False
4557127,Jonathan,Roberts,jonathan-roberts349@protonmail.com,057-883-4546,506 Washington Blvd,Seattle,CA,42229,null,2023-03-19,,Ultimate,False
77891419,Stephen,Ramirez,NULL,(373) 629-9107,9730 River Rd,Denver,RI,60729,2023-07-04,2025-08-26,7180.92,Enterprise,True
179669,Paul,King,paul-king824@protonmail.com,,,Phoenix,GA,76398,2023-07-14,NULL,8103.42,Premium,True
95562657,Ryan,Carter,ryan.carter@hotmail.com,NaN,8313 Hill Rd,Dallas,MD,89376,2020-12-20,2026-09-21,NULL,Standard,False
ID-67186629,Katherine,G@nzalez,katherine.gonzalez26@live.com,225-493-2750,4915 East Blvd,Las Vegas,MT,78306,2024-10-23,2023-04-18,3625.12,Pr,False
651195,N/A,Johnson,,(043) 339-8761,9326 Spring St,Minneapolis,,65237,2019-11-15,01-11-2202,6897.44,Ultimate,True
752358,Pamela,,pamela_baker@hotmail.com,NULL,4321 East Blvd,Kansas City,SD,65498,2022-12-16,2099-01-01,5060.32,Free,FALSE
35379039,john,M@tchell,john-mitchell@msn.com,+12735328682,1555 Maple Dr,Virginia Beach,MN,2913,2015-12-24,2025-03-24,4882.23,Basic,True
42690644,Perez Perez,Brenda,brendaperez141@outlook.com,+15738299865,9077 Pine Rd,Dallas,AK,15766,2023-12-21,NaN,306.43,STARTER,True
5541541,,brown,brian_brown307@hotmail.com,8288118,8622 Valley Dr,null,AZ,18087,2021-08-05,2024-07-28,9601.12,Enterprise,True
0633873,Betty,White,BETTY_WHITE683@ICLOUD.COM,(421) 496-9635,4979 Hill Rd4979 Hill Rd,COLUMBUS,NV,86019,2024-11-11,N/A,6757.89,Free,True
920339,Joseph,NULL,joseph.anderson@me.com,,8180 Forest Ln,San Francisco,VA,20009,2015-03-25,2023-06-05,NULL,Free,True
5744910,Pamela,Robinson,pamela-robinson266@protonmail.com,+185X5600X85,8593 Washington Blvd,Houston,NE,29273,2021-05-13,,9220.39,Free,True
ID-496800,Jeffrey,  Hernandez  ,JEFFREYHERNANDEZ@YAHOO.COM,2600007,541 Washington Blvd,San Diego,IA,,2017-09-02,2024-09-25,9376.51,Professional,True
521301,Pamela,Nguyen,pamela-nguyen@yahoo.com,+14816533659,6607 Forest Ln,Minneapolis,MD,,18/12/2016,2023-08-06,9395.25,,False
9020743,Deborah,Carter,deborah.carter@icloud.com,+11416514627,8660 Washington Blvd,Philadelphia,PA,13177,2016-04-02,21-10-3202,7744.98,Standard,False
262427,Angela,Walker,angelawalker232@live.com,555-555-5555,P.O. Box 5540,Atlanta,MA,42355,2020-06-21,2026-10-11,1203.63,Starter,True
710341,George,Adams,null,(632) 630-4828,NULL,New York,MSMS,400,2023-04-07,2026-06-13,5805,Premium,
240555,,Moore,emmamoore293@protonmail.com,9957080,123,Austin,DE,47728,2019-08-15,2023-03-10T00:00:00Z,9392.34,Starter Plan,True
050589,Justin,Robinson,justin_robinson@hotmail.com,(279) 524-1312,9696 EAST BLVD,,RI,9873,2016-07-22,2024-10-19,676.86,,False
0336416,Gary,Hall,gary_hall760@aol.com,X25.X26.X384,1633_Forest_Ln,San Antonio,IN,574549,2023/06/12,2023-03-07,4708.17,Basic,NaN
4199133,Larry,Lewis,larry.lewis@yahoo.com,000-000-0000,4015 Maple Dr,Jacksonville,AR,14179,2023-06-19,20-50-2202,9723.9,Basic,null
2605652,Jason,Robinson,jason-robinson@live.com,(734) 862-9908,6387 Church St,Portland,Ohio,40464,32/13/2022,2024-03-19,4066.83,Enterprise,True
043813043813,n/a,Anderson,melissa-anderson165@gmail.com,0232811510,,Char,IA,50332,2020-02-03,NaN,324.32,Basic,False
,Nicole,aicraG,nicole.garcia481@protonmail.com,+18391761890,6340 Pine Rd,Atlanta,MT,67066,01-40-5102,2026-09-05,"2704,33",Ultimate,False
173117,,Brown,,70232221367,1127 Lake Dr,Oklahoma City,OK,49104,2018-05-23,2024-07-13,n/a,Standard,True
29531166,Stephen,White,stephen-white554@outlook.com,(299) 299-8419,123,Omaha,TX,50842,,0000-00-00,7552,Premium,True
8008700,Katherine,Thomas,katherinethomas@live.com,(395) 889-4190,9401 Valley Dr,Houston,AZ,46442,2024-01-06,2099-01-01,2940.78,Professional,False
7326132,Angela,Garcia,angelagarcia@outlook.com,254.746.8018,NULL,Charlotte,NH,99384,2015-08-25,2023-07-16,786.88,Free,False
996528,Jessica,Jackson,jessicajackson@aol.com,(782) 844-6419,492 West Rd,San Diego,NY,79576,2020-03-05,1900-01-01,7300.24,Free,NULL
1562482,Brian,Wright,,282-X47-9172,123,Virginia Beach,AR,5330,2019-11-16,2024-10-03,6318.72,Ultimate,True
0076596,N/A,Anderson,karen-anderson@me.com,(128) 397-6420,4865 Forest Ln,Portland,RI,17019,,2023-06-24,9254.57,Starter,True
9690829,Joshua,Hall,joshua-hall@outlook.com,n/a,2533 Main St,Baltimore,CO,370,,2022-04-04,7782.57,Ultimate,False
60959770,Gary,Taylor,gary_taylor8@hotmail.com,505.334.1051,2004 Oak Ave,Oklahoma City,PA,20429-4132,2020-12-15,2026-09-24,8373.8,Standard,no
667011,Markgk,Lee,mark-lee@,+14296390464,null,Long Beach,CA,NaN,2017-07-04,2023-06-21,N/A,NULL,False
13783138,Robert,Carter,robertcarter917@icloud.com,944.958.7068,5263 Cedar Ln,Phil,MA,96628,2019-05-15,2026-12-14,1670.61 USD,Free,False
499404,Kathleen,Jones Jones,kathleen_jones632@live.com,925.883.6568,9730 Park Ave9730 Park Ave,Charlotte,AK,66O6O,2022-05-11,2026-05-16,9727.74,Ultimate,True
9773017,Katherine,Mitchell,katherine.mitchell158@gmail.com,417-647-4091,477 Park Ave,Columbus,OK,81975,2016-02-06,2022-10-20,NULL,Free,False
8765675,Donald,Jackson,donald-jackson643@msn.com,+10936550113,4116 Lake Dr,Raleigh,IL,92424,2021-11-27,19/10/2026,3572.09,Ultimate,False
#082373,John,Robinson,john.robinson@gmail.com,n/a,P.O. Box 7543,New York,NULL,80995,2020-02-13,2026-10-09,7725.39,Fr,True
626739,Shirley,N/A,null,(908) 017-4206,5697 North Ave,Baltimore,KS,21480,2015-02-01,2026-10-13,6441.84,Starter,False
33700259,Elizabeth,roberts,elizabethroberts@aol.com,+18932790091,7945 Oak Ave,NaN,ME,49513,2015-04-21T00:00:00Z,2023-01-09,7500.4,Ultimate,False
7316064,n/a,Roberts,johnroberts@outlook.com,n/a,6919 North Ave,Phoenix,NV,,2021-08-02,2026-09-14,4306.97,Professional,True
075713,Daniel,Green,daniel_green@outlookcom,NaN,2776 North Ave,Virginia Beach,N/A,27850,91-80-0202,2026-09-17,N/A,Starter,True
6899771,David,Allen,davidallen@protonmail.com,(591) 916-7226,8857 South St,Charlotte,n/a,34488,2022-12-20,2022-09-16,3257.04,,False
72346720,LauraPD,Perez,laura.perez45@protonmail.com,+13749154317,null,Memphis,WI,95990,2020-01-15,2024-08-14,2590.732590.73,,True
143652,Larry,Davis,larrydavis@outlookcom,+14943670576,5954 Cedar Ln,Los Angeles,NV,45039,2015-08-02,2025-09-07,7614.7,Starter,False
##07969,Donald,Wright,donald_wright260@aol.com,503.107.7830,4460 Sunset Blvd,San Antonio,MS,11377,2016-03-27,2023-06-02,4173.41,Professional,False
675108,Joshua,samohT,joshua.thomas236@hotmail.com,558-590-9901,8315 North Ave,Baltimore,NC,12949,2024,2025-11-24,4591.68,ultimate,False
9011112,Ronald,Lopez,ronald.lopez301@msn.com,null,6746 East Blvd,Louisville,TN,94O79,2020-08-19,2026-09-15,4582.78,Premium,False
96388701,Kimberly,Sanchez,kimberlysanchez239@outlook.com,489 3985368,7462 North Ave,Atlanta,IA,38078,2021-09-06,2025-02-10,6928.95,Starter,False
1217600,Amanda,nitraM,invalid-email,(660) 158-2852,1623 Pine Rd,n/a,NULL,n/a,2017-08-16,2099-01-01,6473.5,Professional,True
4617541,David,Thomas,,000-000-0000,NaN,  Sacramento,WV,00000,1900-01-01,22/04/2023,6554.48,Starter,False
645419,salohciN,Jones,nicholas_jones105@me.com,+13286375830,n/a,Baltimore,NV,null,2023-01-18,2024-04-17,sLJFA,,False
0405774,Linda,Allen,null,(597) 578-0969,7061 Lake Dr,Fresno,NH,29949,2020-02-06,2026-06-15,5279.5,Ultimate,True
6252489,Gregory,Gonzalez,gregorygonzalez460@gmail.com,485.845.8989,7316 Lake Dr,Minneapolis,,21277,12-70-5102,2025-08-21,1516.6,Ultimate,False
,null,Anderson,michelle.anderson588ATprotonmail.com,+13318494113,3874 East Blvd,Los Angeles,ME,12337,2024-01-15,2024-03-27,9668.69,Basic,Inactive
293499,William,Jones,william-jones@hotmail.com,(011) 655-4965,NULL,Charlotte,IL,29318,2019-03-24,0000-00-00,604.64,Basic,True
614364,Patricia,Lee,patricia.lee144@icloud.com,659-453-80158015,570 North Ave,Mesa,,69116,2018-02-26,2026-12-23,2421.48,Starter,True
8068788580687885,Rebecca,Robinson,rebecca-robinson637@me.com,(684) 826-4659,2330 Oak Ave,Charlotte,TX,664736,2020-05-02,2025-01-02,5604.9,Standard,
853016,Deborah,Martin,deborahmartin@icloud.com,+10613148758,498 Church St,Chicago,OH,25O65,05/04/2019,2024-11-06,5903.11,Premium,True
562489,Jeffrey,Williams,jeffrey-williams@live.com,+16202068455,3049 South St3049 South St,Raleigh,MT,9OO15,2024-07-24,2024-12-26,9819.24 USD,Starter,False
839822,Kevin,Davis,kevindavis@yahoo.com,N/A,8263 Park Ave,Columbus,ID,33296,2021-04-16,2023-02-19,4133.41,Premium,False
374423,George,Wright,georgewright@,(048) 454-1762,7521 Washington Blvd,Fresno,WA,27855,null,2022-08-13,2745.85,Basic,True
54448068,Sarah,THOMAS,sarah_thomas@outlook.com,780-269-5526,350 South St,SanAntonio,XX,35762,32/13/2022,2026-11-07,0,Free,True
981503,Jacob,Roberts,invalid-email,787-263-3969,4700 Washington Blvd,San Francisco,LA,17323,2022-12-01,2026-01-14T00:00:00Z,8533.91,,0
96654043,Emma,H. Hall,emma.hall258@aol.com,+18529321913,4564 ,Virginia Beach,NV,97776,2018-10-26,2023-12-10,1903.71,Professional,False
8830392388303923,Katherine,Roberts,katherine_roberts@protonmail.com,+10195759578,6360 South St,Raleigh,ND,11905,2016-01-13,2024-12-06,NaN,Starter,False
304639,Michelle,Flores,michelle.flores27@live.com,(312) 892-7708,P.O. Box 1548,Kansas City,KS,75093,2017-03-08,,8662.39,Free,False
90788874,Shirley,Clark,shirley-clark@gmail.com,555-555-5555,499 Church St,NULL,N/A,19065,2018-05-22,null,7702.72,Standard,False
350593,Nancy,Ramirez,nancyramirez@msn.com,(257) 406-7379,5574 Washington Blvd,Indianapolis,XX,n/a,2015-09-25,2024-02-20,5357.94,Ultimate,True
390636,Jeffrey,,n/a,644.350.0669,3768 Park Ave,,WY,48169,2016-07-05,11/25/2026,178.0,Premium,True
22452366,Robert,Anderson,robert.anderson838@live.com,(781) 911-4896,265 South St,Tucson,NC,94809,2023-07-11,2023-09-25,3298.25,Basic,False
474352,Debra,Sanchez,debra_sanchez592@protonmail.com ,NULL,2634 Sunset Blvd,New York,CO,29048,2022-10-14,2022-02-09,n/a,Standard,True
1651556,Young,N/A,pamelayounghotmail.com,+12067152809,7015 Church St,San ,SC,44212,1900-01-01,2023-10-27,7768.99,Basic,False
20308482030848,Jeffrey,Young,jeffrey-young@hotmail.com,783-866-7588,NaN,Omaha,KY,86074,2019-04-22,NULL,3201.8,Free,False
50378951,Elizabeth,Miller,elizabeth.miller573@yahoo.com,664-436-6330,N/A,Denver,ID,1260,2021-09-07,2026-11-25,6711.81,Professional,False
522115,linda,Harris,linda_harris267@icloud.com,,1428 Spring St,NULL,TN,97490,2021-05-20,0000-00-00,3257.62,Enterprise,n/a
  463871  ,  Jason  ,  Garcia  ,  jason_garcia509@yahoo.com  ,  621.268.1428  ,  9553 Sunset Blvd  ,  Houston  ,  AL  ,  10700  ,  2016-09-22  ,  2023-01-17  ,  4885.25 USD  ,  Ultimate  ,  True  
9672531,null,siweL,lisa-lewis@gmail.com,529.062.7522,8105 Maple Dr,,pa,78848,2017-10-01,2025-06-27,3214.21,Standard,False
3984567,Jessica,Smith,jessicasmith74@mecom,999.368.9372,9292 River Rd,San Jose,AZ,57362,2021-02-02,2022-07-16,5696.09,N/A,True
63272741,Gary,Jackson,gary_jackson196@hotmailcom,330.184.1059,5648 Maple Dr,New York,OR,206625,05/05/2020,32/13/2022,-4815.02,Basic,False
786202,George,Carter,george-carter@live.com,902-042-4904,3846 Church St,Virginia Beach,OK,97037,2023-08-15,2023-04-12,1597.2,Basic,False
498090,Brandon,Johnson,brandon_johnson@aol.com,524-109-9087,3172 South St,  Kansas City,RI,27715,2023-04-27,2026-03-20,1247.7,Premium,True
0935952,James,Clark,james.clark262@live.com,+17577190000,1514 Spring St,Portland,PA,83188,,0000-00-00,6109.67,Free,False
7748688,joseph,Lopez,josephlopez@msn.com,+12892029361,1678 Spring St,Milwaukee,LA,13984,NaN,2025-06-22,3668.99,Standard,True
8149498,Joshua,Taylor,joshua-taylor@aol.com,(304) 158-2496,305 West Rd,Oklahoma City,OH,74855,2022-08-01,32/13/2022,1067.59,Enterprise Plan,True
31794540,Eric,n/a,eric-wilson469@me.com,(151) 202-4613,7637 NORTH AVE,n/a,n/a,69170,2099-01-01,2022-07-21,,Standard,False
028515,Nicholas,Garcia,invalid-email,25568740802,N/A,NULL,OK,37118,2016-08-05,2023-07-28,6262.22,Fr,True
46344849,Kevin,Thompson,kevin_thompson@protonmail.com,922-638-3619,3393 East Blvd,Louisville,NE,34625,2017-03-09,2024-02-17,1490.16,Ultimate,False
195052,Helen,RobinsonrH,helen-robinson299@gmail.com,(624) 609-0559,6398 North Ave,Chicago,SD,60709XX,NULL,NULL,680.26,Enterprise,True
9711742,Joseph,King,joseph-king557@yahoo.com,347-403-6785,8258 Washington Blvd,Phoenix,PA,39273,2019-07-11,2022-03-25,N/A,Ultimate,True
8706798,M. Michael,Lewis,michaellewis@aol.com,+11244594288,6261 Main St,Kansas City,AL,33070,2023-11-16,2023-08-27,1275.02,Basic,False
0716478,Deborah,Jones,deborah_jones@gmail.com,951-X58-01XX,3709 Lake Dr,SAN FRANCISCO,KY,17307,2020-06-15,2023-05-16,7561.57,Premium,True
6593520,Sarah,Torres,sarah.torres@outlook.com@extra.com,182.155.2745,6256 Elm St,Baltimore,NJ,20912,2019-11-14,2023-09-07,710.23,Starter,True
,Christopher,Rodriguez,christopher-rodriguez359@gmail.com,null,1898 River Rd,Austin,MA,n/a,2023-11-14,2023-08-15,7042.72,Premium,False
0075188,Jennifer,Anderson,invalid-email,+196231863456345,23 East Blvd,Seattle,AR,60645,2022-02-10T00:00:00Z,08/17/2026,2130.74,Basic,True
21122734,Andrew,Jones,andrew_jones@outlook.com,958-686-4123,1410 Main St,"Minneapolis, Minneapolis",AL,71349,2022-02-22,2026-03-08,6778.39,En,True
84466315,Kathleen,Wright,invalid-email,(114) 453-3246,6502 Oak Ave,Mesa,N/A,93587,32/13/2022,,6700.05,Starter,False
639538,William,Lewis,william-lewis103@msn,585.277.0847,NULL,n/a,NE,null,2021-06-13,2024-02-22,N/A,Ultimate,False
10398435,Sandra,Carter,  sandra_carter@protonmail.com,(398) 369-7152,3551 Valley Dr,HOUSTON,DE,72936,n/a,2023-03-27,6754.28,Starter,False
10878517,Kimberly,Nelson,kimberly-nelson@outlook.com,(730) 754-4927,643 SOUTH ST,Mesa,MN,40475,2019,n/a,NULL,Premium,False
1507508,David,davis,david-davis@msn.com,(158) 660-4095,7060 Valley Dr,Portland,TN,17327,2020-07-12,2024-04-09,9753.48,Basic,True
0128716,Brenda,Lopez,NULL,(373) 7,7737 Washington Blvd,Long Beach,DE,99220,null,28/01/2025,8543.12,Premium,True
807398,Donald,Hernandez,n/a,+13041938826,5379 Lake Dr,Phoenix,WY,46585,2020-11-17,2025-11-27,5364.47,Basic,n/a
  8373329  ,  Sandra  ,  Clark  ,  sandraclark@yahoo.com  ,  +10078555313  ,  843 Hill Rd  ,  Virginia Beach  ,  MD  ,  56090  ,  NaN  ,  2023-03-22  ,  4824.48  ,  Standard  ,  False  
286517,Dorothy,Carter,dorothycarter833@gmail.com,048.X36.3731,4180 Hill Rd,Minneapolis,WV,60750XX,,2024-03-27,850.01,Free,False
10134223,Mary,Wilson,mary.wilson45@icloud.com,+10008002123,P.O. Box 8579,Dallas,AR,71912,2017-11-22,2023-11-08,5969.97,Professional,False
28513744,Ashley,null,ashley_sanchez284@protonmail.com,N/A,2120 Forest Ln,Raleigh,MD,,2022-11-06,2023-12-02,9513.39,Premium,False
4441002,James,N/A,jameswilliams322@hotmailcom,397.958.1696,4641 Cedar Ln4641 Cedar Ln,Fresno,CO,12318,2020-07-16,2023-10-24,1439.94,Enterprise,False
3047298,Kenneth,Williams,kenneth.williams@protonmail.com,238.445.4161,918 Spring St,Virginia Beach,AK,50357,2019-09-22,2022-04-18,9826.71,Standard,True
9090013,David,Hall,david-hall@yahoo.com,(918) 887-8003,8549 Washington Blvd,Albuquerque,OK,33874,2016-05-10,2024,6170.99,Ultimate,False
5242426,Shirley,Wilson,shirleywilson@yahoo.com,n/a,8973 Cedar Ln,Albuquerque,UT,96929,2020-05-20,2026-11-21,558.53,Ultimate,True
64122778,Jason,Young,invalid-email,(606) 937-9326,1261 East Blvd,Charlotte,UT,59998,2023-08-25,2024,9864.769864.76,N/A,True
1136404,Amy,Taylor,amy_taylor@msn.com,298-810-9906 ext.954,33 Spring St,Kansas City,KS,66978,2021-08-25,2024-09-12,5817.68,Free,False
180123,Matthew,KING,matthewking@icloud.com,539.856.7196,593 Forest Ln,,DE,85443,2016-11-27,2026-04-27,9287.37,Ultimate,False
91942622,Gregory,Thomas,n/a,+16599678098,2122 Lake Dr,Baltimore,WA,45906,2024-08-05,0000-00-00,7736.66,,True
972846,Jeffrey,Clark,jeffreyclark@outlook.com,175-421-9971,6399 River Rd,Dallas,ID,69767,2016-12-01,2025-09-09,4094.96,Ultimate,False
2811376,John,Carter,john-carter229@protonmail.com,000-000-0000,6634 Forest Ln,Fresno,OH,65252,2021/02/02,2099-01-01,8872.42,Standard,True
045627,Linda,n/a,linda_davis@hotmail.com,340.865.7080,5936 Pine Rd,Baltimore,MN,78857,02/14/2017,2024-06-03,3003.93,Ultimate,True
822162,William,Green,william-green@outlook.com,073.494.9220,P.O. Box 9589,Chicago,WA,73680,2015-01-28,NULL,2983.3,Standard,False
38833013,Robert,Smith,robert.smith@gmail.com,698-371-1290,n/a,Indianapolis,GA,26629,2016-01-20,2022-03-19,NULL,Starter,True
3475114,Anna,,anna_flores913@icloud.com,n/a,4746 Oak Ave,Colorado Springs,AR,34928,2021-08-22,2026-09-03,1659.35,Ultimate,N
8409458,Jacob,Gonzalez,jacob-gonzalez889ATprotonmail.com,n/a,4546_Forest_Ln,Chicago,n/a,28415,NULL,2026-12-25,0,Standard,True
539438,Andrew,Torres,  andrewtorres@icloud.com,+16306365452,755 MAIN ST,Mesa,CA,35778,2018-12-10,2026-01-05,2088,Free,False
25365442,Frank,Ramirez,frank-ramirez@me.com,+16776918188,1667 Elm St,Las Vegas,RI,41509,2022-10-09,2026-10-19,3212.17,premium,N
7354953,Anna,,anna-johnson27@me.com,287-095-7991,4367 West Rd,Houston,WI,,2024-07-12,2023,5927.23,Professional,True
7109989,Linda,Martinez,invalid-email,404-001-6038,,Oklahoma City,IL,3277,2018-12-08,2022-11-28,3708.9,Starter,False
08808211,NULL,Green,kathleen-green@aol.com,000.538.5909,1393 Lake Dr,Indianapolis,MI,81104,2015-05-27,2025-02-03,"8301,34",Basic,True
422525,Shirley,ClarkHS,shirley-clark@hotmail.com,+17438536438,7414 Main St,Memphis,IA,616,2019-05-26,2023-05-19,6500.14,Starter,True
5090081,Scott,Carter,scott_carter932@outlook.com,n/a,4716 Pine Rd,"Omaha, Omaha",New York,32975,2016-11-17,2026-10-08,230.62,Enterprise,False
7600835,Angela,Davis,angela.davis@msn.com,102.709.5768,6172_Park_Ave,Louisville,TN,77923,2021-10-19,60-11-2202,NULL,Enterprise,True
7750312,Eric,Rodriguez,eric_rodriguez704@outlook.com,,1724 Sunset Blvd,Tucson,ND,96317,2016-02-05,2025-07-23,5907.61,Standard,True
4219117,N/A,Scott,stephanie_scott333@hotmail.com,n/a,5110 North Ave,Las Vegas,CA,16613,0000-00-00,2025-11-25,6486.66,Professional,False
259589259589,Nancy,Miller,nancy_miller659@me.com,974-071-2785,8099 North Ave,n/a,RI,NaN,2016-03-20,2023-10-27,6802.65,premium,True
384462,Justin,Martinez,justin_martinez382@msn.com,383.788.2529,3361 Main St,Long Beach,DE,39163,2017-03-06,2024-08-12,195.49 USD,Standard,True
739781,Shirley,null,shirley-jackson64@outlook.com,441.359.0846,4183 West Rd,San Antonio,LA,50032,2015-01-02,2024-01-26T00:00:00Z,4448.4,Ultimate,True
961743,null,Robinson,jonathan.robinson138aol.com,(769) 550-9161,3761 North Ave,Dallas,NC,18856,2015/03/25,2026-08-06,$5956.41,Free,False
7180855,Eric,,eric-williams375@msn.com,+14117478168,3565 Sunset Blvd,Los Angeles,NULL,17928,2020-06-18,2023-11-05,4183.56,Enterprise,True
615875,Kathleensc,King,kathleenking@gmail.com,(409) 859-9758,9363 Lake Dr,Atlanta,MT,72872,2015-08-21,2025-12-20,9490.02,Ultimate,null
7573109,Brandon,Davis,brandon-davis@msn.com,(966) 327-0025,null,New York,NV,56170,2015-01-09,2023-06-10,7853.7,Premium,True
1927418,Ashley,Jackson,ashleyjackson764@outlook.com,n/a,P.O. Box 9342,San Antonio,New York,98082,2017-09-23,2026-01-18,3125.13,Starter,true
0549864,null,Kenneth,kenneth-young@outlook.com,720.378.5725,2704 Church St,San Antonio,ME,94228,2024-04-16,2023-06-21,6522.77,Premium,True
9941411,N/A,Jackson,michael.jackson579@hotmail.com,386-475-4253,9945 Sunset Blvd,Austin,NH,43321,2099-01-01,2023-02-12,5853.54,Enterprise,NaN
58710218,Margaret Margaret,Lopez,margaret.lopez642@me.com,030-022-1740,7728 Sunset Blvd,Mesa,VA,21415,2022-03-26,2023-06-16,4645.29,Starter,False
4681267,Baker,Brandon,brandon.baker398@hotmail.com,+19760481393,8027 Spring St,Albuquerque,IA,91724,80-70-1202,2024-03-16,2390.63,Basic,True
389207,Joseph,Williams,joseph-williams556@aol.com,52382593607,130 West Rd,Albuquerque,NV,67980,2015-05-22,2023-12-19,-3593.55,Free,True
7804263,Amanda,Carter,amanda-carter@gmail.com,643-785-9590,1786 Forest Ln1786 Forest Ln,Indianapolis,OK,75663,2023-03-27,NULL,9724.89,N/A,True
3029413,Kathleen,Walker,kathleen-walker463@gmail.com,05438435726,7843 Forest Ln,Las Vegas,n/a,69542,2020-05-11,2024-01-08,7791.91,Enterprise,False
73324279,Ashley,Hernandez,ashley_hernandez292@protonmail.com,,3047 Cedar Ln,Denver,LA ,26389XX,,2023-02-05,152.17,N/A,False
7725161,Nancy,Rodriguez,nancy-rodriguez186@aol.com,559.495.7447,5110 Washington Blvd,Colorado Springs,AR,n/a,2017-09-19,2022-05-14,2364.15,Standard,True
80189797,Michael,Jones,michaeljones694@gmail.com,000-000-0000,3954 Forest Ln,Chicago,KS,NULL,2023-09-10,2026-08-27T00:00:00Z,2936.31,Ultimate,True
03254460,Wilson,Andrew,andrew_wilson645@aol,046-505-6611,6514 North Ave,Jacksonville,SC,99277,2016-12-13,2026-11-09T00:00:00Z,MeTle,Ultimate,Y
